97	LICENCE	1	| Description | Unmodified Binary | Modified Binary | Unmodified Source | Modified Source | Compliance Notes |\n| --- |:---:|:---:|:---:|:---:| --- |\n | Provide copy of license |  X  |  X  |  X  |  X  | This information must appear "in all copies" | \n | Provide copyright notice |  X  |  X  |  X  |  X  | This information must appear "in all copies" | \n	finos	2020-06-24 21:15:10.839389	admin
364	LICENCE	1	| Description | Unmodified Binary | Modified Binary | Unmodified Source | Modified Source | Compliance Notes |\n| --- |:---:|:---:|:---:|:---:| --- |\n | Provide copy of license |   |   |  X  |  X  | null | \n | Provide source code |  X  |  X  |   |  X  | You must inform recipients of how they can obtain source code in a reasonable manner on or through a medium customarily used for software exchange, including your modifications, if any | \n | Notice of modifications |   |  X  |   |  X  | Provide notice of your modifications that identifies you as the contributor of the modification | \n | Modifications under same license |   |  X  |   |  X  | File-level reciprocal license meaning that modifications to any file or new files that contain part of original software are governed by the terms of this license. Larger works may be created by combining covered software with code not governed by this license, so long as you comply with this license for the covered software (see sections 1.6, 1.9, and 3.6 for more details) | \n | No additional restrictions |   |   |  X  |  X  | You may not impose any terms on source code that alters or restricts recipient's rights under this license | \n	finos	2020-06-24 21:15:10.839828	admin
364	LICENCE	2	| Description |\n| --- |\n | License terminates upon failure to comply with license after a 30 day cure period | \n | Any patent claims accusing the software by a licensee results in termination of patent licenses to the licensee, with a 60 day cure. If such claim is resolved (such as by license or settlement) prior to the initiation of patent infringement litigation, then the reasonable value of the licenses granted by such parties in this license shall be taken into account in determining the amount or value of any payment or license (see section 6.2 and 6.3 for more details). | \n	finos	2020-06-24 21:15:10.839906	admin
364	LICENCE	3	| Description |\n| --- |\n | Allows use of covered code under the terms of same version or any later version of the license, unless the version you received states otherwise. | \n	finos	2020-06-24 21:15:10.840192	admin
364	LICENCE	4	| Description | Compliance Notes |\n| --- | --- |\n | You may offer and charge a fee for warranty, support, indemnity or liability obligations to recipients. However, you must make it clear that any such offer is offered by you alone and you agree to indemnify the initial developer and every contributor for any liability incurred by them as a result of the offer you make (see section 3.4 for more details) | null | \n | You may distribute binary versions under a different license, so long as you do not limit or alter the recipient's right in the source code under this license. You must make it clear that any differing terms are offered by you alone and you agree to indemnify the initial developer and every contributor for any liability incurred by them as a result of the offer you make (see section 3.6 for more details) | null | \n	finos	2020-06-24 21:15:10.840208	admin
180	LICENCE	1	| Description | Unmodified Binary | Modified Binary | Unmodified Source | Modified Source | Compliance Notes |\n| --- |:---:|:---:|:---:|:---:| --- |\n | Provide copy of license |  X  |  X  |  X  |  X  | For binary distributions, this information must be provided in the documentation and/or other materials provided with the distribution | \n | Provide copyright notice |  X  |  X  |  X  |  X  | For binary distributions, this information must be provided in the documentation and/or other materials provided with the distribution | \n	finos	2020-06-24 21:15:10.840514	admin
173	LICENCE	1	| Description | Unmodified Binary | Modified Binary | Unmodified Source | Modified Source | Compliance Notes |\n| --- |:---:|:---:|:---:|:---:| --- |\n | Provide copy of license |  X  |  X  |  X  |  X  | It must be an actual copy of the license not a website link | \n | Retain notices on all files |  X  |  X  |  X  |  X  | Source files usually have a standard license header that includes a copyright notice and disclaimer of warranty. This is also were you determine if the license is or later or the specific version only | \n | Notice of modifications |   |  X  |   |  X  | Modified files must have prominent notices that you changed the files and a date | \n | Modifications or derivative work must be licensed under same license |   |  X  |   |  X  | Strong copyleft or reciprocal, project-based license meaning that derivative works must also be under GPL-3.0. For more information about GPL-3.0 compliance and this condition in particular, see the references provided or consult with your open source legal counsel. | \n | Provide corresponding source code |  X  |  X  |   |   | Corresponding Source = all the source code needed to generate, install, and (for an executable work) run the object code and to modify the work, including scripts to control those activities. Options for providing source = with binary, written offer, or via a network server (see section 6 for more details). For more information about GPL-3.0 compliance and this condition in particular, see the references provided or consult your open source legal counsel. | \n | May not prohibit circumvention of technological measures that prevent users from exercising rights under the license (see section 3 for more details) |  X  |  X  |  X  |  X  | null | \n | No additional restrictions |  X  |  X  |  X  |  X  | You may not impose any further restrictions on the exercise of the rights granted under this license. | \n	finos	2020-06-24 21:15:10.840595	admin
173	LICENCE	2	| Description |\n| --- |\n | License automatically terminates if you do not comply with the terms of the license | \n | License terminates if you initiate litigation claiming use of the program under this license violates a patent | \n	finos	2020-06-24 21:15:10.840674	admin
173	LICENCE	3	| Description |\n| --- |\n | Allows use of covered code under the terms of same version or any later version of the license or that version only, as specified. If no license version is specificed, then you may use any version ever published by the FSF. | \n	finos	2020-06-24 21:15:10.840689	admin
173	LICENCE	4	| Description | Compliance Notes |\n| --- | --- |\n | Author may include 'additional permissions' making exceptions from license terms. You may remove additional permission when you convey the work. | null | \n | Contributors may add certain additional restrictions for their contributions, including disclaimers, legal notices, limitation of trademark and publicity rights, extension of indemnification received by licensor. | null | \n | Provide information necessary to install modified versions on 'User Products' | If convey object code in, with, or specificially for use in a User Product and the right of possession for the User Product is tranferred as part of the conveyance, then the corresponding source code must include Installation Information (methods, procedures, authorization keys, or other information required to install and execute modified versions of a covered work in that User Product from a modified version of its Corresponding Source) (see section 6 for more details) | \n | If software is combined with software under AGPL-3.0, AGPL-3.0 applies to combined work and this license continues to the covered work originally under GPL-3.0 (see section 13 for more details). | null | \n	finos	2020-06-24 21:15:10.840701	admin
115	LICENCE	1	| Description | Unmodified Binary | Modified Binary | Unmodified Source | Modified Source | Compliance Notes |\n| --- |:---:|:---:|:---:|:---:| --- |\n | Provide copy of license |  X  |  X  |  X  |  X  | It must be an actual copy of the license not a website link | \n | Retain notices on all files |  X  |  X  |  X  |  X  | Source files usually have a standard license header that includes a copyright notice and disclaimer of warranty. This is also were you determine if the license is or later or the specific version only | \n | Notice of modifications |   |  X  |   |  X  | Modified files must have prominent notices that you changed the files and a date | \n | Modifications or derivative work must be licensed under same license |   |  X  |   |  X  | Strong copyleft or reciprocal, project-based license meaning that derivative works must also be under GPL-3.0. For more information about GPL-3.0 compliance and this condition in particular, see the references provided or consult with your open source legal counsel. | \n | Provide corresponding source code |  X  |  X  |   |   | Corresponding Source = all the source code needed to generate, install, and (for an executable work) run the object code and to modify the work, including scripts to control those activities. Options for providing source = with binary, written offer, or via a network server (see section 6 for more details). For more information about GPL-3.0 compliance and this condition in particular, see the references provided or consult your open source legal counsel. | \n | May not prohibit circumvention of technological measures that prevent users from exercising rights under the license (see section 3 for more details) |  X  |  X  |  X  |  X  | null | \n | No additional restrictions |  X  |  X  |  X  |  X  | You may not impose any further restrictions on the exercise of the rights granted under this license. | \n	finos	2020-06-24 21:15:10.84075	admin
115	LICENCE	2	| Description |\n| --- |\n | License automatically terminates if you do not comply with the terms of the license | \n | License terminates if you initiate litigation claiming use of the program under this license violates a patent | \n	finos	2020-06-24 21:15:10.840791	admin
115	LICENCE	3	| Description |\n| --- |\n | Allows use of covered code under the terms of same version or any later version of the license or that version only, as specified. If no license version is specificed, then you may use any version ever published by the FSF. | \n	finos	2020-06-24 21:15:10.840798	admin
115	LICENCE	4	| Description | Compliance Notes |\n| --- | --- |\n | Author may include 'additional permissions' making exceptions from license terms. You may remove additional permission when you convey the work. | null | \n | Contributors may add certain additional restrictions for their contributions, including disclaimers, legal notices, limitation of trademark and publicity rights, extension of indemnification received by licensor. | null | \n | Provide information necessary to install modified versions on 'User Products' | If convey object code in, with, or specificially for use in a User Product and the right of possession for the User Product is tranferred as part of the conveyance, then the corresponding source code must include Installation Information (methods, procedures, authorization keys, or other information required to install and execute modified versions of a covered work in that User Product from a modified version of its Corresponding Source) (see section 6 for more details) | \n | If software is combined with software under AGPL-3.0, AGPL-3.0 applies to combined work and this license continues to the covered work originally under GPL-3.0 (see section 13 for more details). | null | \n	finos	2020-06-24 21:15:10.840804	admin
