APP_GROUP	3	CHANGE_INITIATIVE	56	RELATES_TO	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	1
APPLICATION	3	CHANGE_INITIATIVE	54	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	2
APPLICATION	3	CHANGE_INITIATIVE	126	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	3
APPLICATION	4	CHANGE_INITIATIVE	107	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	4
APPLICATION	6	CHANGE_INITIATIVE	173	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	5
APPLICATION	6	CHANGE_INITIATIVE	18	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	6
APPLICATION	7	CHANGE_INITIATIVE	139	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	7
APPLICATION	7	CHANGE_INITIATIVE	66	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	8
APPLICATION	8	CHANGE_INITIATIVE	51	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	9
APPLICATION	8	CHANGE_INITIATIVE	165	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	10
APPLICATION	14	CHANGE_INITIATIVE	143	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	11
APPLICATION	15	CHANGE_INITIATIVE	65	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	12
APPLICATION	19	CHANGE_INITIATIVE	169	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	13
APPLICATION	19	CHANGE_INITIATIVE	230	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	14
APPLICATION	21	CHANGE_INITIATIVE	164	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	15
APPLICATION	21	CHANGE_INITIATIVE	50	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	16
APPLICATION	34	CHANGE_INITIATIVE	101	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	17
APPLICATION	34	CHANGE_INITIATIVE	215	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	18
APPLICATION	35	CHANGE_INITIATIVE	74	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	19
APPLICATION	35	CHANGE_INITIATIVE	140	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	20
APPLICATION	40	CHANGE_INITIATIVE	87	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	21
APPLICATION	40	CHANGE_INITIATIVE	47	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	22
APPLICATION	41	CHANGE_INITIATIVE	166	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	23
APPLICATION	42	CHANGE_INITIATIVE	184	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	24
APPLICATION	43	CHANGE_INITIATIVE	13	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	25
APPLICATION	44	CHANGE_INITIATIVE	134	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	26
APPLICATION	48	CHANGE_INITIATIVE	187	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	27
APPLICATION	50	CHANGE_INITIATIVE	170	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	28
APPLICATION	54	CHANGE_INITIATIVE	60	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	29
APPLICATION	56	CHANGE_INITIATIVE	167	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	30
APPLICATION	56	CHANGE_INITIATIVE	34	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	31
APPLICATION	59	CHANGE_INITIATIVE	226	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	32
APPLICATION	61	CHANGE_INITIATIVE	130	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	33
APPLICATION	61	CHANGE_INITIATIVE	221	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	34
APPLICATION	63	CHANGE_INITIATIVE	47	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	35
APPLICATION	64	CHANGE_INITIATIVE	88	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	36
APPLICATION	64	CHANGE_INITIATIVE	225	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	37
APPLICATION	69	CHANGE_INITIATIVE	35	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	38
APPLICATION	72	CHANGE_INITIATIVE	153	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	39
APPLICATION	77	CHANGE_INITIATIVE	192	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	40
APPLICATION	78	CHANGE_INITIATIVE	92	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	41
APPLICATION	80	CHANGE_INITIATIVE	70	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	42
APPLICATION	80	CHANGE_INITIATIVE	174	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	43
APPLICATION	82	CHANGE_INITIATIVE	219	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	44
APPLICATION	82	CHANGE_INITIATIVE	24	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	45
APPLICATION	87	CHANGE_INITIATIVE	75	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	46
APPLICATION	88	CHANGE_INITIATIVE	17	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	47
APPLICATION	88	CHANGE_INITIATIVE	32	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	48
APPLICATION	90	CHANGE_INITIATIVE	65	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	49
APPLICATION	99	CHANGE_INITIATIVE	22	SUPPORTS	waltz-sample	\N	2020-06-24 22:14:57.209406	admin	50
APP_GROUP	5	CHANGE_INITIATIVE	211	RELATES_TO	waltz	\N	2020-06-24 21:24:52.371	admin	51
\.


