2	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.842948	admin	2	f	\N
417	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844454	admin	417	f	\N
433	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844491	admin	433	f	\N
109	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843541	admin	109	f	\N
137	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843634	admin	137	f	\N
63	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843401	admin	63	f	\N
441	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844509	admin	441	f	\N
80	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843454	admin	80	f	\N
148	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843668	admin	148	f	\N
165	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843724	admin	165	f	\N
293	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844132	admin	293	f	\N
131	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843616	admin	131	f	\N
74	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843435	admin	74	f	\N
429	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844482	admin	429	f	\N
395	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844396	admin	395	f	\N
51	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843365	admin	51	f	\N
62	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843398	admin	62	f	\N
394	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844394	admin	394	f	\N
59	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843389	admin	59	f	\N
397	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.8444	admin	397	f	\N
317	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844196	admin	317	f	\N
388	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.84438	admin	388	f	\N
229	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843913	admin	229	f	\N
81	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843457	admin	81	f	\N
5	DATA_TYPE	3000	HERITAGE	waltz-sample	2020-06-24 22:15:07.84296	admin	5	f	23
1	DATA_TYPE	4000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.842927	admin	1	f	\N
4	DATA_TYPE	5000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.842957	admin	4	f	\N
7	DATA_TYPE	4000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.842967	admin	7	f	\N
316	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844193	admin	316	f	\N
283	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844106	admin	283	f	\N
266	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844062	admin	266	f	\N
277	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.84409	admin	277	f	\N
150	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843673	admin	150	f	\N
147	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843665	admin	147	f	\N
306	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844166	admin	306	f	\N
259	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844044	admin	259	f	\N
284	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844108	admin	284	f	\N
250	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844017	admin	250	f	\N
358	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844304	admin	358	f	\N
253	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844025	admin	253	f	\N
72	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843429	admin	72	f	\N
71	DATA_TYPE	5000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.843426	admin	71	f	\N
73	DATA_TYPE	6000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.843432	admin	73	f	\N
141	DATA_TYPE	4000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.843646	admin	141	f	\N
211	DATA_TYPE	3000	HERITAGE	waltz-sample	2020-06-24 22:15:07.843865	admin	211	f	23
282	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844103	admin	282	f	\N
281	DATA_TYPE	6000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.844101	admin	281	f	\N
352	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.84429	admin	352	f	\N
351	DATA_TYPE	4000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.844288	admin	351	f	\N
423	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844468	admin	423	f	\N
17	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843247	admin	17	f	\N
10	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.842977	admin	10	f	\N
425	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844473	admin	425	f	\N
19	DATA_TYPE	3000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.843253	admin	19	f	\N
424	DATA_TYPE	5000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.84447	admin	424	f	\N
427	DATA_TYPE	6000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.844477	admin	427	f	\N
421	DATA_TYPE	1	NO_OPINION	waltz-sample	2020-06-24 22:15:07.844463	admin	421	f	\N
422	DATA_TYPE	4000	NO_OPINION	waltz-sample	2020-06-24 22:15:07.844466	admin	422	f	\N
15	DATA_TYPE	1000	DISCOURAGED	waltz-sample	2020-06-24 22:15:07.842995	admin	15	f	\N
