1	1	46
2	2	129
3	3	23
4	4	158
5	5	206
6	6	12
7	7	57
8	8	63
9	9	129
10	10	24
11	10	196
12	11	34
13	12	79
14	12	104
15	12	120
16	12	182
17	13	34
18	14	83
19	14	177
20	14	182
21	15	70
22	15	136
23	16	135
24	17	34
25	17	179
26	18	125
27	19	129
28	19	188
29	20	188
30	21	54
31	21	186
32	22	34
33	22	80
34	22	82
35	22	144
36	22	182
37	23	34
38	23	36
39	23	144
40	23	155
41	23	180
42	24	129
43	25	34
44	25	74
45	25	102
46	25	169
47	26	74
48	26	83
49	26	184
50	26	188
51	27	92
52	27	104
53	27	169
54	28	58
55	28	61
56	28	70
57	28	80
58	28	102
59	28	114
60	28	120
61	28	136
62	28	180
63	28	205
64	28	206
65	29	36
66	30	10
67	30	34
68	30	99
69	30	125
70	31	12
71	31	28
72	31	53
73	31	57
74	31	61
75	31	70
76	31	132
77	31	144
78	31	148
79	31	180
80	31	208
81	32	98
82	32	108
83	32	179
84	32	191
85	33	93
86	33	125
87	33	126
88	33	179
89	33	203
90	34	129
91	35	5
92	35	13
93	35	36
94	35	38
95	35	58
96	35	61
97	35	82
98	35	120
99	35	188
100	35	208
101	36	12
102	36	46
103	36	65
104	36	71
105	36	80
106	36	89
107	36	96
108	36	113
109	36	159
110	36	197
111	36	206
112	37	34
113	37	36
114	37	102
115	37	126
116	37	160
117	38	90
118	38	93
119	38	104
120	38	132
121	38	171
122	38	180
123	39	14
124	39	54
125	39	83
126	39	155
127	39	177
128	39	182
129	40	11
131	40	65
135	40	182
137	40	205
138	41	10
139	41	14
140	41	53
141	41	60
142	41	79
143	41	104
144	41	120
145	41	158
146	41	182
147	42	188
148	43	63
149	43	65
150	43	70
151	43	79
152	43	92
153	43	130
154	43	184
155	43	190
156	43	192
157	43	206
158	44	135
159	45	14
160	45	34
161	45	38
162	45	79
163	45	196
164	46	135
165	47	164
166	47	186
167	47	196
168	48	83
169	49	24
170	49	38
171	49	54
172	49	71
173	49	79
174	49	85
175	49	184
176	49	186
177	50	28
178	50	38
179	50	92
180	50	144
181	50	155
182	51	36
183	51	60
184	51	114
185	52	108
186	53	60
187	53	61
188	53	79
189	53	92
191	53	148
192	53	171
193	53	190
194	53	208
195	54	24
196	54	65
197	54	104
198	54	148
199	54	159
200	54	190
201	54	194
202	54	196
203	54	205
204	54	206
205	55	27
206	55	34
207	55	40
208	55	89
209	55	96
210	55	178
211	55	179
212	56	17
213	56	34
214	56	87
215	56	130
216	56	179
217	57	40
218	57	54
219	57	186
220	57	191
221	58	10
222	58	12
223	58	65
224	58	89
225	58	125
226	58	159
227	58	188
228	58	194
229	59	10
230	59	80
231	59	114
232	59	171
233	60	12
234	60	17
235	60	57
236	60	63
237	60	95
238	60	102
239	60	129
240	60	132
241	60	188
242	60	193
243	61	36
244	61	171
245	61	191
246	62	27
247	62	34
248	62	83
249	62	114
250	62	177
251	62	178
252	62	203
253	63	46
254	64	179
255	65	125
256	66	80
257	67	34
258	68	10
259	68	34
260	68	121
261	68	191
262	69	17
263	69	80
264	69	87
265	69	130
266	69	132
267	69	159
268	69	171
269	69	208
270	70	74
271	70	135
272	70	169
273	71	13
274	71	40
275	71	61
276	71	71
277	71	80
278	71	92
279	71	158
280	71	188
281	71	193
282	72	70
283	72	95
284	72	129
285	72	136
286	73	12
287	73	63
288	73	65
289	73	83
290	73	92
291	73	135
292	73	148
293	73	155
294	73	158
295	73	193
296	73	206
297	74	17
298	74	60
299	74	80
300	74	90
301	74	120
302	74	144
303	74	168
304	74	197
305	75	54
306	75	168
307	75	192
308	76	92
309	76	113
310	76	119
311	76	135
312	76	144
313	76	169
314	77	104
315	77	160
316	77	179
317	77	182
318	77	192
319	78	14
320	78	38
321	78	54
322	78	161
323	78	169
324	79	79
325	79	95
326	79	138
327	79	155
328	79	169
329	79	186
330	79	193
331	80	60
332	80	129
333	80	194
334	81	25
335	81	46
336	81	129
337	82	11
338	82	38
339	82	54
340	82	92
341	82	158
342	82	178
343	82	186
344	82	206
345	83	28
346	83	46
347	83	161
348	84	34
349	84	129
350	84	197
351	85	169
352	86	83
353	86	98
354	86	102
355	86	108
356	86	126
357	86	130
358	86	136
359	86	178
360	87	34
361	87	46
362	87	168
363	88	196
364	92	11
365	93	11
366	95	11
367	103	190
368	103	11
369	104	11
370	106	11
371	107	11
372	108	11
373	109	11
374	110	11
375	111	11
376	112	11
377	113	11
379	115	11
380	119	11
388	114	190
390	114	11
391	140	11
392	142	11
393	152	11
\.


