152	40	APPLICATION	1	NOT_STARTED	\N	\N	2022-09-13	\N	\N	\N	\N	\N	\N		2022-09-15	2022-09-05 00:00:00
81	21	APPLICATION	53	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
83	21	APPLICATION	44	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
142	39	APPLICATION	75	COMPLETED	2020-07-31 14:16:44.222685	admin	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-31 00:00:00
13	18	APPLICATION	47	APPROVED	\N	\N	2020-08-08	\N	2021-05-08 14:56:12.0435	admin	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
145	25	APPLICATION	63	APPROVED	2020-07-27 06:41:24.422372	admin	2020-07-29	103	2020-07-27 06:41:41.413406	admin	\N	\N	\N		2020-07-29	2020-07-27 00:00:00
146	25	APPLICATION	63	APPROVED	2021-05-25 06:44:23.382255	admin	2020-07-29	103	2021-05-25 06:44:27.185345	admin	\N	\N	\N		2020-07-29	2020-07-27 00:00:00
147	25	APPLICATION	63	APPROVED	2021-05-25 06:50:10.150442	admin	2020-07-29	103	2021-05-25 06:50:32.555303	admin	\N	\N	\N		2020-07-29	2020-07-27 00:00:00
148	25	APPLICATION	63	REJECTED	2021-05-25 06:53:01.1081	admin	2020-07-29	103	\N	\N	\N	\N	\N		2020-07-29	2020-07-27 00:00:00
103	25	APPLICATION	63	COMPLETED	2021-05-25 06:55:22.843125	admin	2020-07-29	\N	\N	\N	\N	\N	\N		2020-07-29	2020-07-27 00:00:00
149	28	APPLICATION	63	APPROVED	2021-05-25 06:36:48.50889	admin	2020-08-01	107	2021-05-25 06:41:00.841784	admin	\N	\N	\N		2020-08-01	2020-07-27 00:00:00
150	28	APPLICATION	63	WITHDRAWN	2021-05-25 07:04:20.659963	admin	2020-08-01	107	\N	\N	\N	\N	\N		2020-08-01	2020-07-27 00:00:00
107	28	APPLICATION	63	IN_PROGRESS	2021-05-25 07:04:20.659963	admin	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-27 00:00:00
151	34	APPLICATION	63	APPROVED	2021-05-25 08:26:16.634187	admin	2020-07-24	113	2021-05-25 08:26:29.954624	admin	\N	\N	\N		2020-07-24	2020-07-27 00:00:00
1	6	APPLICATION	53	COMPLETED	\N	\N	2020-10-03	\N	\N	\N	\N	\N	\N		2020-10-03	2020-06-09 00:00:00
2	8	APPLICATION	53	NOT_STARTED	\N	\N	2020-08-10	\N	\N	\N	\N	\N	\N		2020-08-10	2020-06-12 00:00:00
3	9	CHANGE_INITIATIVE	56	IN_PROGRESS	\N	\N	2020-08-10	\N	\N	\N	\N	\N	\N		2020-08-10	2020-05-29 00:00:00
5	14	APPLICATION	79	NOT_STARTED	\N	\N	2020-08-11	\N	\N	\N	\N	\N	\N		2020-08-11	2020-06-05 00:00:00
6	14	APPLICATION	15	NOT_STARTED	\N	\N	2020-08-11	\N	\N	\N	\N	\N	\N		2020-08-11	2020-06-05 00:00:00
7	14	APPLICATION	15	NOT_STARTED	\N	\N	2020-08-11	\N	\N	\N	\N	\N	\N		2020-08-11	2020-06-05 00:00:00
8	14	APPLICATION	15	NOT_STARTED	\N	\N	2020-08-11	\N	\N	\N	\N	\N	\N		2020-08-11	2020-06-05 00:00:00
4	14	APPLICATION	79	COMPLETED	\N	\N	2020-08-11	\N	\N	\N	\N	\N	\N		2020-08-11	2020-06-05 00:00:00
9	15	APPLICATION	53	COMPLETED	\N	\N	2020-08-10	\N	\N	\N	\N	\N	\N		2020-08-10	2020-05-31 00:00:00
11	18	APPLICATION	82	IN_PROGRESS	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
15	18	APPLICATION	93	IN_PROGRESS	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
16	18	APPLICATION	71	IN_PROGRESS	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
14	18	APPLICATION	66	COMPLETED	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
10	18	APPLICATION	16	NOT_STARTED	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
12	18	APPLICATION	10	NOT_STARTED	\N	\N	2020-08-08	\N	\N	\N	\N	\N	\N		2020-08-08	2020-06-06 00:00:00
21	20	APPLICATION	79	IN_PROGRESS	\N	\N	2020-07-05	\N	\N	\N	\N	\N	\N		2020-07-05	2020-06-10 00:00:00
17	20	APPLICATION	36	COMPLETED	\N	\N	2020-07-05	\N	\N	\N	\N	\N	\N		2020-07-05	2020-06-10 00:00:00
18	20	APPLICATION	58	COMPLETED	\N	\N	2020-07-05	\N	\N	\N	\N	\N	\N		2020-07-05	2020-06-10 00:00:00
19	20	APPLICATION	15	COMPLETED	\N	\N	2020-07-05	\N	\N	\N	\N	\N	\N		2020-07-05	2020-06-10 00:00:00
20	20	APPLICATION	80	COMPLETED	\N	\N	2020-07-05	\N	\N	\N	\N	\N	\N		2020-07-05	2020-06-10 00:00:00
89	21	APPLICATION	87	APPROVED	2020-07-15 07:53:01.047973	admin	2020-08-01	40	2020-07-15 08:00:24.201126	admin	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
91	21	APPLICATION	87	APPROVED	2020-07-15 13:26:15.479852	admin	2020-08-01	40	2020-07-15 13:32:53.343455	admin	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
22	21	APPLICATION	19	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
23	21	APPLICATION	26	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
24	21	APPLICATION	61	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
25	21	APPLICATION	47	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
26	21	APPLICATION	40	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
27	21	APPLICATION	75	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
28	21	APPLICATION	67	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
29	21	APPLICATION	89	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
30	21	APPLICATION	39	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
31	21	APPLICATION	46	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
32	21	APPLICATION	74	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
33	21	APPLICATION	81	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
34	21	APPLICATION	55	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
35	21	APPLICATION	18	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
36	21	APPLICATION	62	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
37	21	APPLICATION	68	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
38	21	APPLICATION	5	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
39	21	APPLICATION	66	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
41	21	APPLICATION	10	NOT_STARTED	\N	\N	2020-08-01	\N	\N	\N	\N	\N	\N		2020-08-01	2020-07-13 00:00:00
