3	APPLICATION	108	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
58	APPLICATION	114	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
50	APPLICATION	9	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
86	APPLICATION	21	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
6	APPLICATION	96	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	55	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
87	APPLICATION	44	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	52	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
95	APPLICATION	55	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
49	APPLICATION	80	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	48	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
24	APPLICATION	75	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
3	APPLICATION	36	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	31	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
50	APPLICATION	44	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
78	APPLICATION	58	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
100	APPLICATION	5	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	41	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
72	APPLICATION	45	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	90	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
7	APPLICATION	52	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
8	APPLICATION	42	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
67	APPLICATION	8	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
97	APPLICATION	98	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
99	APPLICATION	111	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
25	APPLICATION	47	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	103	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
99	APPLICATION	61	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
35	APPLICATION	63	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
78	APPLICATION	47	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	36	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
20	APPLICATION	46	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
100	APPLICATION	45	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
4	APPLICATION	98	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
11	APPLICATION	27	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
74	APPLICATION	36	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
29	APPLICATION	80	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
45	APPLICATION	104	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
1	APPLICATION	17	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
84	APPLICATION	18	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
87	APPLICATION	55	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
32	APPLICATION	33	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
77	APPLICATION	91	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
78	APPLICATION	110	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
82	APPLICATION	29	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
94	APPLICATION	110	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
28	APPLICATION	53	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
27	APPLICATION	95	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
56	APPLICATION	108	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
53	APPLICATION	111	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
15	APPLICATION	21	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
67	APPLICATION	114	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
50	APPLICATION	10	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	48	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
70	APPLICATION	57	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
20	APPLICATION	114	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
4	APPLICATION	87	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
61	APPLICATION	17	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
85	APPLICATION	94	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
58	APPLICATION	10	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
38	APPLICATION	94	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	110	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
49	APPLICATION	39	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
91	APPLICATION	29	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	90	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
25	APPLICATION	94	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	10	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
71	APPLICATION	34	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
75	APPLICATION	61	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
64	APPLICATION	60	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
31	APPLICATION	6	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
53	APPLICATION	69	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
86	APPLICATION	112	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
1	APPLICATION	69	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
91	APPLICATION	104	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
65	APPLICATION	39	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
64	APPLICATION	115	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
54	APPLICATION	75	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
91	APPLICATION	7	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
51	APPLICATION	59	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	4	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
13	APPLICATION	53	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
14	APPLICATION	100	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
49	APPLICATION	32	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
88	APPLICATION	95	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
33	APPLICATION	84	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	40	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
3	APPLICATION	73	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
52	APPLICATION	8	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	56	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
7	APPLICATION	8	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	84	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
25	APPLICATION	57	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
28	APPLICATION	56	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
30	APPLICATION	33	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
97	APPLICATION	115	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
84	APPLICATION	47	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
45	APPLICATION	109	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
1	APPLICATION	13	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
58	APPLICATION	54	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
37	APPLICATION	52	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
44	APPLICATION	19	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
66	APPLICATION	77	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
55	APPLICATION	29	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
91	APPLICATION	51	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
47	APPLICATION	63	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
69	APPLICATION	50	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
37	APPLICATION	18	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
51	APPLICATION	98	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
46	APPLICATION	29	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
20	APPLICATION	87	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
70	APPLICATION	15	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	64	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
30	APPLICATION	6	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
35	APPLICATION	4	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
24	APPLICATION	15	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
38	APPLICATION	29	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
64	APPLICATION	35	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
67	APPLICATION	48	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
28	APPLICATION	73	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
97	APPLICATION	11	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
45	APPLICATION	63	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
51	APPLICATION	97	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
52	APPLICATION	85	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
83	APPLICATION	40	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
83	APPLICATION	69	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
55	APPLICATION	40	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
10	APPLICATION	76	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
75	APPLICATION	40	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
65	APPLICATION	11	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
79	APPLICATION	45	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
4	APPLICATION	50	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
70	APPLICATION	14	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
37	APPLICATION	35	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
81	APPLICATION	39	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	84	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
37	APPLICATION	107	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	74	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
77	APPLICATION	15	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
65	APPLICATION	46	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
2	APPLICATION	111	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
94	APPLICATION	61	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
10	APPLICATION	92	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
20	APPLICATION	61	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
45	APPLICATION	10	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
77	APPLICATION	98	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
56	APPLICATION	106	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	44	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	48	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
46	APPLICATION	114	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
17	APPLICATION	116	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
96	APPLICATION	109	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
100	APPLICATION	100	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
90	APPLICATION	80	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	101	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
37	APPLICATION	6	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
88	APPLICATION	34	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
64	APPLICATION	109	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
74	APPLICATION	62	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
18	APPLICATION	83	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
65	APPLICATION	30	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
79	APPLICATION	38	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
64	APPLICATION	14	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	100	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
89	APPLICATION	113	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
3	APPLICATION	70	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
46	APPLICATION	14	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
74	APPLICATION	17	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
13	APPLICATION	15	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
36	APPLICATION	94	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
65	APPLICATION	50	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
53	APPLICATION	110	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
29	APPLICATION	47	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
88	APPLICATION	69	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
85	APPLICATION	27	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
93	APPLICATION	110	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
35	APPLICATION	46	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
42	APPLICATION	104	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
13	APPLICATION	13	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
77	APPLICATION	77	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
75	APPLICATION	112	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
81	APPLICATION	104	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
11	APPLICATION	40	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	52	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	35	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
92	APPLICATION	90	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
57	APPLICATION	58	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
40	APPLICATION	74	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
66	APPLICATION	19	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
86	APPLICATION	6	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
58	APPLICATION	21	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
9	APPLICATION	59	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
53	APPLICATION	92	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
38	APPLICATION	117	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
86	APPLICATION	30	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
10	APPLICATION	58	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
11	APPLICATION	11	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
30	APPLICATION	36	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
71	APPLICATION	31	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
66	APPLICATION	65	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
69	APPLICATION	33	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
72	APPLICATION	79	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
1	APPLICATION	98	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
54	APPLICATION	59	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
51	APPLICATION	14	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
30	APPLICATION	58	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
71	APPLICATION	40	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
71	APPLICATION	103	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
47	APPLICATION	11	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
62	APPLICATION	32	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
4	APPLICATION	73	R	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
86	APPLICATION	59	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
60	APPLICATION	113	G	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
24	APPLICATION	50	A	\N	2020-06-24 22:14:58.164691	admin	waltz-sample	f
