1	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-24 22:14:52.427888	t	waltz-sample
2	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-23 22:14:52.429581	f	waltz-sample
3	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-22 22:14:52.429611	f	waltz-sample
4	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-21 22:14:52.429628	f	waltz-sample
5	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-20 22:14:52.429643	f	waltz-sample
6	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-19 22:14:52.429657	f	waltz-sample
7	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-18 22:14:52.42967	f	waltz-sample
8	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-17 22:14:52.429684	f	waltz-sample
9	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-16 22:14:52.429697	f	waltz-sample
10	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-15 22:14:52.42971	f	waltz-sample
11	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-14 22:14:52.429723	f	waltz-sample
12	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-13 22:14:52.429749	f	waltz-sample
13	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-12 22:14:52.429762	f	waltz-sample
14	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-11 22:14:52.429775	f	waltz-sample
15	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-10 22:14:52.429789	f	waltz-sample
16	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-09 22:14:52.429802	f	waltz-sample
17	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-08 22:14:52.429815	f	waltz-sample
18	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-07 22:14:52.429832	f	waltz-sample
19	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-06 22:14:52.429845	f	waltz-sample
20	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-05 22:14:52.429858	f	waltz-sample
21	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-04 22:14:52.429874	f	waltz-sample
22	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-06-03 22:14:52.429887	f	waltz-sample
23	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-06-02 22:14:52.4299	f	waltz-sample
24	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-06-01 22:14:52.429913	f	waltz-sample
25	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-31 22:14:52.429926	f	waltz-sample
26	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-30 22:14:52.429945	f	waltz-sample
27	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-29 22:14:52.429961	f	waltz-sample
28	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-28 22:14:52.429977	f	waltz-sample
29	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-27 22:14:52.429993	f	waltz-sample
30	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-26 22:14:52.430012	f	waltz-sample
31	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-25 22:14:52.430029	f	waltz-sample
32	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-24 22:14:52.430045	f	waltz-sample
33	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-23 22:14:52.430065	f	waltz-sample
34	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-22 22:14:52.430081	f	waltz-sample
35	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-21 22:14:52.430097	f	waltz-sample
36	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-20 22:14:52.430112	f	waltz-sample
37	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-19 22:14:52.430128	f	waltz-sample
38	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-18 22:14:52.430143	f	waltz-sample
39	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-17 22:14:52.430159	f	waltz-sample
40	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-16 22:14:52.430175	f	waltz-sample
41	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-15 22:14:52.430194	f	waltz-sample
42	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-14 22:14:52.43021	f	waltz-sample
43	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-13 22:14:52.430225	f	waltz-sample
44	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-12 22:14:52.430241	f	waltz-sample
45	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-11 22:14:52.430256	f	waltz-sample
46	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-10 22:14:52.430272	f	waltz-sample
47	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-09 22:14:52.430291	f	waltz-sample
48	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-08 22:14:52.430307	f	waltz-sample
49	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-07 22:14:52.430326	f	waltz-sample
50	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-06 22:14:52.430341	f	waltz-sample
51	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-05 22:14:52.430357	f	waltz-sample
52	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-04 22:14:52.430372	f	waltz-sample
53	10100	APPLICATION	100	COMPLIANT	COMPLIANT	PROVIDED	\N	2020-05-03 22:14:52.430387	f	waltz-sample
54	10100	APPLICATION	100	NON_COMPLIANT	NON_COMPLIANT	PROVIDED	\N	2020-05-02 22:14:52.430402	f	waltz-sample
55	10100	APPLICATION	100	PARTIALLY_COMPLIANT	PARTIALLY_COMPLIANT	PROVIDED	\N	2020-05-01 22:14:52.430417	f	waltz-sample
