1	1	R	APPLICATION	58	MEASURABLE	45	MEASURABLE	62	2020-06-24 21:15:04.266259	admin	\N
2	1	R	APPLICATION	56	MEASURABLE	41	MEASURABLE	80	2020-06-24 21:15:04.266335	admin	\N
3	1	R	APPLICATION	30	MEASURABLE	41	MEASURABLE	83	2020-06-24 21:15:04.266381	admin	\N
4	1	A	APPLICATION	55	MEASURABLE	40	MEASURABLE	80	2020-06-24 21:15:04.266423	admin	\N
5	1	R	APPLICATION	30	MEASURABLE	43	MEASURABLE	83	2020-06-24 21:15:04.266462	admin	\N
6	1	G	APPLICATION	10	MEASURABLE	29	MEASURABLE	83	2020-06-24 21:15:04.2665	admin	\N
7	1	G	APPLICATION	9	MEASURABLE	40	MEASURABLE	80	2020-06-24 21:15:04.266538	admin	\N
8	1	A	APPLICATION	55	MEASURABLE	27	MEASURABLE	80	2020-06-24 21:15:04.266577	admin	\N
9	1	G	APPLICATION	10	MEASURABLE	45	MEASURABLE	83	2020-06-24 21:15:04.266616	admin	\N
10	1	R	APPLICATION	79	MEASURABLE	40	MEASURABLE	62	2020-06-24 21:15:04.266655	admin	\N
11	1	R	APPLICATION	58	MEASURABLE	45	MEASURABLE	62	2020-06-24 21:15:04.266694	admin	\N
12	1	R	APPLICATION	13	MEASURABLE	46	MEASURABLE	83	2020-06-24 21:15:04.266733	admin	\N
13	1	G	APPLICATION	49	MEASURABLE	43	MEASURABLE	80	2020-06-24 21:15:04.266772	admin	\N
14	1	G	APPLICATION	49	MEASURABLE	29	MEASURABLE	80	2020-06-24 21:15:04.26681	admin	\N
15	1	G	APPLICATION	30	MEASURABLE	40	MEASURABLE	80	2020-06-24 21:15:04.266847	admin	\N
16	1	G	APPLICATION	74	MEASURABLE	46	MEASURABLE	62	2020-06-24 21:15:04.267276	admin	\N
17	1	R	APPLICATION	18	MEASURABLE	46	MEASURABLE	83	2020-06-24 21:15:04.267335	admin	\N
18	1	R	APPLICATION	18	MEASURABLE	46	MEASURABLE	83	2020-06-24 21:15:04.267374	admin	\N
19	1	A	APPLICATION	45	MEASURABLE	29	MEASURABLE	62	2020-06-24 21:15:04.267413	admin	\N
20	1	A	APPLICATION	88	MEASURABLE	40	MEASURABLE	62	2020-06-24 21:15:04.267448	admin	\N
21	1	G	APPLICATION	49	MEASURABLE	41	MEASURABLE	80	2020-06-24 21:15:04.267481	admin	\N
22	1	R	APPLICATION	30	MEASURABLE	40	MEASURABLE	83	2020-06-24 21:15:04.26752	admin	\N
23	1	G	APPLICATION	90	MEASURABLE	43	MEASURABLE	80	2020-06-24 21:15:04.267555	admin	\N
24	1	R	APPLICATION	30	MEASURABLE	43	MEASURABLE	83	2020-06-24 21:15:04.267592	admin	\N
25	1	G	APPLICATION	10	MEASURABLE	27	MEASURABLE	83	2020-06-24 21:15:04.267628	admin	\N
26	1	R	APPLICATION	30	MEASURABLE	46	MEASURABLE	83	2020-06-24 21:15:04.267665	admin	\N
27	1	R	APPLICATION	56	MEASURABLE	46	MEASURABLE	80	2020-06-24 21:15:04.267701	admin	\N
28	1	G	APPLICATION	10	MEASURABLE	41	MEASURABLE	83	2020-06-24 21:15:04.267737	admin	\N
29	1	A	APPLICATION	44	MEASURABLE	46	MEASURABLE	62	2020-06-24 21:15:04.267772	admin	\N
30	1	R	APPLICATION	56	MEASURABLE	43	MEASURABLE	80	2020-06-24 21:15:04.267806	admin	\N
31	1	R	APPLICATION	18	MEASURABLE	40	MEASURABLE	83	2020-06-24 21:15:04.26784	admin	\N
32	1	A	APPLICATION	45	MEASURABLE	29	MEASURABLE	62	2020-06-24 21:15:04.26788	admin	\N
33	1	R	APPLICATION	10	MEASURABLE	43	MEASURABLE	80	2020-06-24 21:15:04.267935	admin	\N
34	1	A	APPLICATION	45	MEASURABLE	43	MEASURABLE	62	2020-06-24 21:15:04.267977	admin	\N
35	1	G	APPLICATION	99	MEASURABLE	41	MEASURABLE	83	2020-06-24 21:15:04.268029	admin	\N
