APPLICATION	64	APPLICATION	22	waltz-sample	1	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	8	APPLICATION	54	waltz-sample	2	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	26	APPLICATION	67	waltz-sample	3	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	32	APPLICATION	24	waltz-sample	4	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	71	APPLICATION	65	waltz-sample	5	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	71	APPLICATION	22	waltz-sample	6	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	39	APPLICATION	24	waltz-sample	7	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	71	APPLICATION	7	waltz-sample	8	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	34	APPLICATION	67	waltz-sample	9	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	89	APPLICATION	93	waltz-sample	10	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	51	APPLICATION	65	waltz-sample	11	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	79	APPLICATION	22	waltz-sample	12	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	47	APPLICATION	22	waltz-sample	13	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	57	APPLICATION	95	waltz-sample	14	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	82	APPLICATION	22	waltz-sample	15	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	32	APPLICATION	82	waltz-sample	16	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	64	APPLICATION	7	waltz-sample	17	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	82	APPLICATION	63	waltz-sample	18	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	66	APPLICATION	7	waltz-sample	19	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	43	APPLICATION	67	waltz-sample	20	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	62	APPLICATION	37	waltz-sample	21	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	39	APPLICATION	37	waltz-sample	22	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	100	APPLICATION	33	waltz-sample	23	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	89	APPLICATION	7	waltz-sample	24	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	47	APPLICATION	80	waltz-sample	25	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	50	APPLICATION	93	waltz-sample	26	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	51	APPLICATION	93	waltz-sample	27	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	82	APPLICATION	93	waltz-sample	28	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	61	APPLICATION	7	waltz-sample	29	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
APPLICATION	92	APPLICATION	76	waltz-sample	30	2020-06-24 22:15:07.762346	admin	\N	\N	ACTIVE	f	2020-06-24 22:15:07.762346	admin	f
