1	1	1	APPLICATION	2017	685851.96	2021-02-05 10:32:51.562549	admin	waltz-sample
2	1	2	APPLICATION	2017	991152.17	2021-02-05 10:32:51.562549	admin	waltz-sample
3	1	3	APPLICATION	2017	688599.26	2021-02-05 10:32:51.562549	admin	waltz-sample
4	1	4	APPLICATION	2017	628131.27	2021-02-05 10:32:51.562549	admin	waltz-sample
5	1	5	APPLICATION	2017	781134.00	2021-02-05 10:32:51.562549	admin	waltz-sample
6	1	6	APPLICATION	2017	465297.88	2021-02-05 10:32:51.562549	admin	waltz-sample
7	1	7	APPLICATION	2017	689954.61	2021-02-05 10:32:51.562549	admin	waltz-sample
8	1	8	APPLICATION	2017	803499.70	2021-02-05 10:32:51.562549	admin	waltz-sample
9	1	9	APPLICATION	2017	864699.46	2021-02-05 10:32:51.562549	admin	waltz-sample
10	1	10	APPLICATION	2017	476072.02	2021-02-05 10:32:51.562549	admin	waltz-sample
11	1	11	APPLICATION	2017	451948.84	2021-02-05 10:32:51.562549	admin	waltz-sample
12	1	12	APPLICATION	2017	647551.50	2021-02-05 10:32:51.562549	admin	waltz-sample
13	1	13	APPLICATION	2017	772750.84	2021-02-05 10:32:51.562549	admin	waltz-sample
14	1	14	APPLICATION	2017	954074.13	2021-02-05 10:32:51.562549	admin	waltz-sample
15	1	15	APPLICATION	2017	843854.87	2021-02-05 10:32:51.562549	admin	waltz-sample
16	1	16	APPLICATION	2017	716528.28	2021-02-05 10:32:51.562549	admin	waltz-sample
17	1	17	APPLICATION	2017	975204.66	2021-02-05 10:32:51.562549	admin	waltz-sample
18	1	18	APPLICATION	2017	452708.25	2021-02-05 10:32:51.562549	admin	waltz-sample
19	1	19	APPLICATION	2017	650470.82	2021-02-05 10:32:51.562549	admin	waltz-sample
20	1	20	APPLICATION	2017	438354.13	2021-02-05 10:32:51.562549	admin	waltz-sample
21	1	21	APPLICATION	2017	628484.61	2021-02-05 10:32:51.562549	admin	waltz-sample
22	1	22	APPLICATION	2017	528293.23	2021-02-05 10:32:51.562549	admin	waltz-sample
23	1	23	APPLICATION	2017	422295.64	2021-02-05 10:32:51.562549	admin	waltz-sample
24	1	24	APPLICATION	2017	1172994.71	2021-02-05 10:32:51.562549	admin	waltz-sample
25	1	25	APPLICATION	2017	577818.73	2021-02-05 10:32:51.562549	admin	waltz-sample
26	1	26	APPLICATION	2017	836845.18	2021-02-05 10:32:51.562549	admin	waltz-sample
27	1	27	APPLICATION	2017	486295.80	2021-02-05 10:32:51.562549	admin	waltz-sample
28	1	28	APPLICATION	2017	576859.63	2021-02-05 10:32:51.562549	admin	waltz-sample
29	1	29	APPLICATION	2017	404605.66	2021-02-05 10:32:51.562549	admin	waltz-sample
30	1	30	APPLICATION	2017	491714.00	2021-02-05 10:32:51.562549	admin	waltz-sample
31	1	31	APPLICATION	2017	399018.98	2021-02-05 10:32:51.562549	admin	waltz-sample
32	1	32	APPLICATION	2017	707772.94	2021-02-05 10:32:51.562549	admin	waltz-sample
33	1	33	APPLICATION	2017	673383.03	2021-02-05 10:32:51.562549	admin	waltz-sample
34	1	34	APPLICATION	2017	583517.27	2021-02-05 10:32:51.562549	admin	waltz-sample
35	1	35	APPLICATION	2017	599968.52	2021-02-05 10:32:51.562549	admin	waltz-sample
36	1	36	APPLICATION	2017	538014.17	2021-02-05 10:32:51.562549	admin	waltz-sample
37	1	37	APPLICATION	2017	658366.63	2021-02-05 10:32:51.562549	admin	waltz-sample
38	1	38	APPLICATION	2017	584004.79	2021-02-05 10:32:51.562549	admin	waltz-sample
39	1	39	APPLICATION	2017	735166.36	2021-02-05 10:32:51.562549	admin	waltz-sample
40	1	40	APPLICATION	2017	791392.52	2021-02-05 10:32:51.562549	admin	waltz-sample
41	1	41	APPLICATION	2017	745413.52	2021-02-05 10:32:51.562549	admin	waltz-sample
42	1	42	APPLICATION	2017	633744.59	2021-02-05 10:32:51.562549	admin	waltz-sample
43	1	43	APPLICATION	2017	654610.34	2021-02-05 10:32:51.562549	admin	waltz-sample
44	1	44	APPLICATION	2017	811309.36	2021-02-05 10:32:51.562549	admin	waltz-sample
45	1	45	APPLICATION	2017	547736.75	2021-02-05 10:32:51.562549	admin	waltz-sample
46	1	46	APPLICATION	2017	760036.03	2021-02-05 10:32:51.562549	admin	waltz-sample
47	1	47	APPLICATION	2017	603316.44	2021-02-05 10:32:51.562549	admin	waltz-sample
48	1	48	APPLICATION	2017	505901.88	2021-02-05 10:32:51.562549	admin	waltz-sample
49	1	49	APPLICATION	2017	554962.42	2021-02-05 10:32:51.562549	admin	waltz-sample
50	1	50	APPLICATION	2017	565682.18	2021-02-05 10:32:51.562549	admin	waltz-sample
51	1	51	APPLICATION	2017	812783.54	2021-02-05 10:32:51.562549	admin	waltz-sample
52	1	52	APPLICATION	2017	835349.39	2021-02-05 10:32:51.562549	admin	waltz-sample
53	1	53	APPLICATION	2017	983338.16	2021-02-05 10:32:51.562549	admin	waltz-sample
54	1	54	APPLICATION	2017	524616.66	2021-02-05 10:32:51.562549	admin	waltz-sample
55	1	55	APPLICATION	2017	545865.16	2021-02-05 10:32:51.562549	admin	waltz-sample
56	1	56	APPLICATION	2017	383800.13	2021-02-05 10:32:51.562549	admin	waltz-sample
57	1	57	APPLICATION	2017	545950.71	2021-02-05 10:32:51.562549	admin	waltz-sample
58	1	58	APPLICATION	2017	602496.11	2021-02-05 10:32:51.562549	admin	waltz-sample
59	1	59	APPLICATION	2017	1245158.98	2021-02-05 10:32:51.562549	admin	waltz-sample
60	1	60	APPLICATION	2017	679121.75	2021-02-05 10:32:51.562549	admin	waltz-sample
